"dota"
{
"DOTA_Accept"	"ยอมรับ"
"npc_dota_hero_abaddon_hype"	"Abaddon สามารถรอดจากการโจมตีจากศัตรูได้เกือบทั้งหมด เขาสามารถที่จะเปลี่ยนการโจมตีจากศัตรูมาเป็นการรักษาตัวเองได้ และยังช่วยใส่เกราะป้องกันให้กับเพื่อนร่วมทีมหรือปล่อยพลังสองด้านของเขาใส่เพื่อนหรือศัตรูได้อีกด้วย เขาพร้อมที่มุ่งเข้าสู่สนามรบที่มั่ววุ่นวายอยู่เสมอ"
"npc_dota_hero_alchemist_hype"	"เขาสามารถแปรเงินที่ได้จากการฆ่าหรือสังหารแต่ละครั้งเป็นเงินพิเศษได้ Alchemist ไม่มีปัญหาในการรวบรวมเครื่องมือที่จะสู้กับศัตรูของเขา เขาสามารถซุ่มโจมตีศัตรูด้วยกรดกัดกร่อนและสารเคมีที่มีส่วนประกอบไม่แน่นอนใส่ศัตรูได้ ซึ่งเขาต่อสู้เพื่อทำให้เจ้าออร์คจอมโลภของเขายังคงเชื่อฟังเขาต่อไป"
"npc_dota_hero_ancient_apparition_hype"	"Ancient Apparition สามารถกำจัดศัตรูที่อ่อนแอให้แตกสลายได้ไม่ว่าจะอยู่ที่ไหน เขาสามารถปล่อยพลังสะเก็ดน้ำแข็งอันรุนแรงที่สร้างความเสียหายได้ทั่วทั้งสนามรบ ทั้งยังช่วยลดความเร็วศัตรูหรือเพิ่มพลังโจมตีเพื่อให้เพื่อนร่วมทีมของเขาบุกเข้ามายังสนามรบได้ เขาสามารถกดดันศัตรูได้ตลอดเวลา"
"npc_dota_hero_antimage_hype"	"เมื่อ Anti-Mage มีช่วงโอกาส เขาสามารถทำให้ตัวเองแข็งแกร่งขึ้นอย่างมาก ซึ่งมีน้อยคนที่จะหยุดเขาได้ เขาสามารถเผาผลาญมานาของศัตรูได้ทุกครั้งเมื่อโจมตี หรือเทเลพอร์ตในระยะสั้น ๆ เพื่อหนีเมื่อถูกซุ่มโจมตีได้ การต้อนเขาให้จนมุมยากและท้าทายมากสำหรับศัตรู"
"npc_dota_hero_axe_hype"	"Axe สับหัวศัตรูได้ทีละคนเรื่อย ๆ เขาสามารถเปิดฉากให้กับทีม หรือล็อคตัวศัตรูในสนามรบแล้วสวนกลับศัตรูด้วยการหมุนตัวฟันด้วยขวานได้ รวมถึงกระโดดสับหัวศัตรูที่อ่อนแอด้วยขวานคู่ใจของเขา เขาบุกเข้าไปยังสนามรบได้ตลอดเวลา"
"npc_dota_hero_bane_hype"	"Bane นำความหวาดกลัวมาสู่ศัตรูของเขาด้วยสกิลหยุดจำนวนมาก ทั้งกักขังพวกเขาไว้ในฝันร้ายที่ติดต่อกันได้ หรือจับยึดศัตรูของเขาให้อยู่กับที่ ซื้อเวลาให้กับเพื่อนร่วมทีมมากพอที่พวกเขาจะสังหารเป้าหมายได้"
"npc_dota_hero_batrider_hype"	"เมื่อเขาอยู่บนฟ้า Batrider สามารถโจมตีลงมาจากทางไหนก็ได้ ฉกตัวศัตรูออกมาด้วยบ่วงบาศของเขา พุ่งทะยานขึ้นไปเหนือยอดไม้ ลากเหยื่อของเขาไปตามทางที่ลุกโชนเป็นไฟ ก่อนจะลากมาหาเพื่อนร่วมทีมที่กระหายเลือดของเขา"
"npc_dota_hero_beastmaster_hype"	"อัญเชิญหมูป่าพ่นพิษกับเหยี่ยวสอดแนมมาช่วยในการล่า Beastmaster ไม่เคยย่างเข้ามาในสนามรบโดยไม่เตรียมพร้อม ตัดผ่านป่าไม้ด้วยขวาน เสียงคำรามอันทรงพลังของเขาเปิดโอกาสให้เพื่อนร่วมทีมได้รุมยำศัตรูจนสิ้นซาก"
"npc_dota_hero_bloodseeker_hype"	"Bloodseeker บังคับให้ศัตรูของเขาต้องตัดสินใจในโจทย์สุดยาก สามารถบีบให้พวกเขาล่าถอยโดยสาดพื้นที่วงกว้างด้วยพิธีกรรมที่สร้างความเสียหาย ในขณะที่อัลติเมทอันน่ากลัวของเขาสั่งให้ศัตรูต้องอยู่นิ่ง ไม่เช่นนั้นก็ตาย"
"npc_dota_hero_bounty_hunter_hype"	"หายตัวสอดแนมฝีเท้าของศัตรู Bounty Hunter สามารถติดตามความเคลื่อนไหวของศัตรูของเขาได้เสมอ เมื่อใดก็ตามที่เป้าหมายของเขาสักตัวสิ้นชีพในสนามรบ เขาและเพื่อนของเขาที่อยู่ที่นั่นก็จะได้รับเงินพิเศษ"
"npc_dota_hero_brewmaster_hype"	"นักสู้ที่น่าเกรงขามในทุกสถานการณ์ Brewmaster สามารถพลิกเกมบนสนามรบได้ด้วยการแยกออกมาเป็นสามร่างวิญญาณแห่งธาตุ ซึ่งแต่ละตัวมีความสามารถที่แตกต่างกันไป เมื่อยังไม่แยกร่าง เขานำความหายนะแบบเมา ๆ มาสู่ศัตรู ด้วยการกระทืบลดความเร็วในการเคลื่อนที่ และการกวัดแกว่งคทาอันทรงพลังของเขา"
"npc_dota_hero_bristleback_hype"	"ถ้าพูดถึงเรื่องการต่อสู้แล้ว ต้องบอกว่า Bristleback นั้นสู้อย่างหลังขดหลังแข็งจริง ๆ ลดความเสียหายทั้งหมดที่ได้รับจากด้านหลังและด้านข้าง เขาลุยเข้าสู่สนามรบอย่างไม่สนใจอะไรทั้งนั้น พ่นขนไปยังศัตรูเพื่อสร้างความเสียหายและพ่นน้ำมูกทำให้ศัตรูช้าลง"
"npc_dota_hero_broodmother_hype"	"ซ่อนตัวล่องหนอยู่ภายในใยของเธอ Broodmother ให้กำเนิดกองกำลังแมงมุมเพื่อนำทัพให้ทีมของเธอไปสู่ฐานของศัตรู เมื่อเหยื่อเข้ามาใกล้ เธอจะเข้าร่วมโจมตีกับเหล่าลูก ๆ ทำให้ศัตรูช้าลงด้วยการกัดที่ทำให้เป็นอัมพาต ในขณะที่เธอปลดปล่อยความหิวกระหายที่ไม่มีวันสิ้นสุดออกมา"
"npc_dota_hero_centaur_hype"	"Centaur Warrunner เป็นผู้เชี่ยวชาญในทั้งการสร้างและรับความเสียหาย นำทัพเข้าสู่สนามรบ เขากระทืบเพื่อหยุดศัตรูและสวนกลับทุกการโจมตีของพวกเขาในทันที การวิ่งอย่างแตกตื่นช่วยเพิ่มความเร็วให้กับเพื่อนร่วมทีมของเขา ในทั้งการต่อสู้และการหนี ช่วยให้การสังหารหมู่เป็นไปอย่างรวดเร็ว"
"npc_dota_hero_chaos_knight_hype"	"Chaos Knight เป็นได้ทั้งกองทัพในตัวเอง สามารถอัญเชิญร่างเงากองทหารม้าเพื่อทำลายล้างการป้องกันของคู่ต่อสู้ เมื่อเห็นศัตรู เขาสามารถสร้างรอยแยกบนความเป็นจริง แล้วดึงตัวเขากับร่างเงาปีศาจให้เข้ามาใกล้พอที่จะหวดปลิดชีพพวกเขาด้วยกระบองอย่างโหดร้าย"
"npc_dota_hero_chen_hype"	"เปลี่ยนความคิดของเหล่าสัตว์ในป่าให้ทำตามเขา Chen นำกองทัพชั่วคราวของเขามาช่วยทีมในการต่อสู้ เขาจู่โจมศัตรูด้วยสัตว์ร้าย ในขณะที่ส่งเพื่อนไปยังที่ปลอดภัย จากนั้น เมื่อสถานการณ์เลวร้ายถึงขีดสุด เขาสามารถรักษาพวกพ้องไม่ว่าพวกเขาจะยืนอยู่ที่ไหน"
"npc_dota_hero_clinkz_hype"	"เมื่อ Clinkz ล่องหนย่องเข้าสู่สนามรบ ไม่มีใครปลอดภัยจากการซุ่มโจมตี รวดเร็วทั้งการเคลื่อนที่และฝีมือธนู เขาสาดสายฝนไฟแห่งความตายใส่ศัตรู แล้วล่าถอยไปดูดกลืนพลังชีวิตจากสิ่งมีชีวิตในป่า เพื่อเตรียมพร้อมการจู่โจมครั้งต่อไป"
"npc_dota_hero_crystal_maiden_hype"	"คอยดูไม่ให้เพื่อนร่วมทีมขาดมานา ในขณะที่ทำให้ศัตรูช้าลงเพื่อการสังหารที่แน่นอน Crystal Maiden เป็นตัวช่วยที่ดีสำหรับทุกทีม และเมื่อโอกาสเหมาะมาถึง เธอก็จะปลดปล่อยอัลติเมทอันทรงพลังออกมาทำลายล้างศัตรู"
"npc_dota_hero_dark_seer_hype"	"รอบรู้และเต็มไปด้วยแผนการ Dark Seer เหนือกว่าในเรื่องการควบคุมตำแหน่งของเหล่าศัตรู ดูดเป้าหมายเข้ามารับการโจมตีของเพื่อนร่วมทีม เขาสามารถใช้ความแข็งแกร่งของศัตรูโจมตีกลับไป ด้วยการดึงพวกมันผ่านกำแพงที่สามารถสร้างร่างเงาได้"
"npc_dota_hero_dazzle_hype"	"เกิดมาเพื่อสนับสนุนพวกพ้องในการต่อสู้ Dazzle คอยประทังชีวิตเพื่อนร่วมทีมที่บาดเจ็บ เพื่อให้พวกเขาสามารถส่งความตายให้ศัตรูทีหลังได้ พลังเวทอันแปลกประหลาดของเขาทะลุลงไปในเกราะข้างเคียง ทำให้ศัตรูอ่อนแอลงและทำให้พวกพ้องแข็งแกร่งขึ้น"
"npc_dota_hero_death_prophet_hype"	"เมื่อกองทัพภูติผีของเธอถูกปลดปล่อย Death Prophet นั้นเหนือกว่าในการทำลายล้างทั้งคู่ต่อสู้และการป้องกันของพวกเขา นำทัพทีมของเธอขึ้นไปสู่ฐานของศัตรูด้วยคลื่นทำล้ายล้างจากฝูงปีศาจ การจู่โจมของเธอดูเหมือนจะไม่มีสิ่งใดหยุดได้เลย"
