"dota"
{
"DOTA_Accept"	"Elfogad"
"npc_dota_hero_chen_hype"	"Ügye mellé állítva az erdő teremtményeit, Chen rögtönzött hadseregét vezetve segíti csapatát a csatában. Vadállatokkal támadja az ellenséget, miközben a barátokat biztonságos helyre küldi. Majd, mikor a legsötétebbre fordul a helyzet, meggyógyítja szövetségeseit, bárhol is legyenek."
"npc_dota_hero_clinkz_hype"	"Amikor Clinkz láthatatlanul cserkész a csatamezőn, senki sincs biztonságban a rajtaütésektől. Gyors lábával és nyilaival tüzes halált zúdít ellenfeleire, majd visszavonul és életerőt nyel el az erdei teremtményekből, következő támadására készülve."
"npc_dota_hero_rattletrap_hype"	"Csáklyavető-lövéseivel az ellenségbe csapódva Clockwerk célpontokat szigetel el, majd szétlövi őket zavart okozó repeszekkel. Miközben felderíti a csatamezőt hasznos fénypatronjaival, sosem okoz neki gondot célpontot találni, akihez odajuttathatja magát."
"npc_dota_hero_crystal_maiden_hype"	"Képes lévén szövetségeseit manával ellátni, miközben az ölés biztosítására lelassítja az ellenséget, Crystal Maiden bármely csapat segítőkész kiegészítője. És mikor lehetőség adódik, szabadjára engedheti erős ultimate képességét ellenfelei elpusztítására."
"npc_dota_hero_dark_seer_hype"	"A sokoldalú és előre tervező Dark Seer az ellenségei helyzetének manipulálásában magaslik ki. Szövetségesei támadásának útjába szippantva az ellenséget ellenük fordíthatja saját erejüket, áthúzva őket másoló falán."
"npc_dota_hero_dazzle_hype"	"A seregének csatában való támogatására született Dazzle életben tartja a sebesült szövetségeseket, hogy azok később halált zúdíthassanak az ellenségre. Különös mágiája beleszövődik a közeli páncélokba, gyengítve az ellenségeket és erősítve a barátokat."
"npc_dota_hero_death_prophet_hype"	"Amikor szabadjára engedi szellemhadseregeit, Death Prophet az ellenség és annak védelme elpusztításában is kimagaslik. Pusztító raja egymást követő hullámaival vezetve csapata erőit az ellenséges bázis felé, támadása megállíthatatlannak tűnhet."
"npc_dota_hero_disruptor_hype"	"Disruptor kiváló ellenségei terveinek összezúzásában. Áthatolhatatlan kerítéseket idézve meg ellenségei csapdába ejtésére némító vihart szólít elő, és ha egy ellenfél valami váratlannal próbálkozna, egyszerűen visszateleportálja őt korábbi helyére."
"npc_dota_hero_doom_bringer_hype"	"Így vagy úgy, de Doom megállítja ellenségeit. Felfalva a creepeket megszerzi különféle képességeiket, mellyel életükben rendelkeztek, utlmate képességével maradandó elhallgattatást hozhat egy ellenség varázslataira és tárgyaira, miközben megperzseli ellenfeleit."
"npc_dota_hero_dragon_knight_hype"	"Mikor felölti rettentő sárkányalakját, Dragon Knight bárki szívében félelmet kelt, aki kiáll ellene. Erős és alkalmazkodó, meg tudja bénítani ellenségeit, és mindenkit megégethet maga előtt, gyakran biztosítva szövetségeseinek a szükséges lendületet, mely a győzelembe viheti őket."
"npc_dota_hero_drow_ranger_hype"	"Nem sokan tudnak elmenekülni Drow Ranger elől, mikor lőtávolba ért. Miután egy fagyos kitöréssel elnémította ellenségeit, olyan lassító, jéghegyű nyilak záporával végez velük, amit kevesen tudnak túlélni."
"npc_dota_hero_earth_spirit_hype"	"Earth Spirit ellenségeit káoszban, barátat pedig a csatában tartja. Bármilyen harci helyzethez alkalmazkodva, ide-oda küldözgetheti szobormaradványait ellenségek sebzésére, vagy kiragadhat egy szövetségest a halál markából."
"npc_dota_hero_earthshaker_hype"	"Akár az ellenség menekülését akadályozza, akár megosztja erőiket, vagy épp megrengeti a földet az összegyűlt ellenség alatt, Earthshaker akkor van elemében, amikor figyelmeztetés nélkül csap le. Bármi éli is túl az utórengéseket, annak még mindig számítania kell a pofonokra hatalmas totemjétől."
"npc_dota_hero_elder_titan_hype"	"Asztrálszellemével felderítve az utat, Elder Titan bármely irányból lecsaphat. Patája toppantásával megállítja az ellenséget, és miközben jelenléte sorvasztja védelmüket, magát a földet hasítva ketté kényszeríti térdre ellenségeit."
"npc_dota_hero_ember_spirit_hype"	"A fürge és megfoghatatlan Ember Spirit gyors egymásutánban minden közeli ellenségre lecsap, és égő láncokkal kötözi meg őket. Gyorsan átsietve a csatatéren, hogy elérje egyik robbanó remnantját, kevesen tudják elkerülni vagy csapdába ejteni tüzét."
"npc_dota_hero_enchantress_hype"	"A közelről ártalmas, távolról halálos Enchantress olyan megbűvölt támadásokkal nyársalja fel az ellenséget, melyek annál ártalmasabbá válnak, minél távolabb repülnek. Akár erős lassításokat idéz áldozataira, akár erdei lényeket bűvöl meg, hogy megvívják csatáit, sosincs híján az eszközöknek egy harc megnyeréséhez."
"npc_dota_hero_enigma_hype"	"Az ultimate képessége miatt széles körben félt Enigma fekete lyukat képes megidézni az ellenséges erők csapdába ejtésére, hogy aztán a szövetségesek elpusztíthassák őket. Folyton mellette levő eidolonok hadával távolsági támadásokkal püföli az ellenséget."
"npc_dota_hero_faceless_void_hype"	"Faceless Void számra az idő jelent mindent. Felgyorsítja az időt, hogy helyek között cikázzon, manipulálja támadások elkerülésére, egy nagy területen megállítja ellenfelei megsemmisítésére, és ha elég jut belőle erőforrásgyűjtésre, hihetetlenül erőssé tudja tenni magát."
"npc_dota_hero_gyrocopter_hype"	"Bevetésre kész tűzerő-arzenáljával Gyrocopter a csatába szárnyal. Ágyújából sorozva minden közeli ellenséget, vagy egy rakétasorozattal sújtva le rájuk, ha képes összegyűjteni teljes erejét, könnyedén elpusztítja az ellenséget."
"npc_dota_hero_huskar_hype"	"Ahogy életereje csökken, úgy nő jelentősen Huskar képessége ellenségei lemészárlására. Képes azonnal eltávolítani saját és ellensége életerejének egy részét ultimate-jével, és közel állva a halálhoz pusztító gyorsasággal képes dobálni égő lándzsáit."
"npc_dota_hero_invoker_hype"	"Varázslatok összetett arzenáljával keze ügyében Invoker bármilyen csatahelyzethez alkalmazkodni tud. Három varázslat-komponensének mindegyik összeállítása tíz varázslat egyikét eredményezi, ami azt jelenti, sosincs híján módnak ellenségei elpusztítására vagy elkerülésére."
"npc_dota_hero_wisp_hype"	"Io tehetséges szövetségesei hatékonyabbá tételében. Nagy erejű társ, szála felgyorsítja a szövetségeseket és megállítja az ellenséget. Képes lévén összekapcsolni magát egy szövetségessel, és hozzá teleportálni a csatatéren át, Io egy veszélyes szövetségest még halálosabbá tehet."
"npc_dota_hero_jakiro_hype"	"Jakiro önmaga legjobb barátja. Nem elégszik meg azzal, hogy pusztán tűzzel büntesse ellenségeit, az ikrek még helyhez is dermesztik őket, hogy ott állva égjenek. Míg az ellenség lángol, ők nekilátnak hatalmas kárt tenni az ellenséges épületekben folyékony tüzükkel."
"npc_dota_hero_juggernaut_hype"	"Juggernaut vágások záporával öli meg ellenfeleit. A nyaktörő nemtörődömséggel a csatába rohanó-pörgő, és támadása megkezdése után szinte legyőzhetetlenné váló Juggernaut megállítása gyakran ugyanolyan nehéz lehet, mint életben maradni vele szemben."
"npc_dota_hero_keeper_of_the_light_hype"	"Keeper of the Light bármilyen csapat segítőkész kiegészítője. Szövetségesei és ellenségei manáját is manipulálva fáradság nélkül pusztítja el a kisebb ellenségeket a megvilágosítás hullámaival, majd lélek-alakjába lép csapata összegyűjtéséhez, hogy előrenyomuljanak."
"npc_dota_hero_kunkka_hype"	"Kunkka mindig előre látja, hová mennek legközelebb ellenségei. Képes lévén vízgejzírrel vagy kísértethajóval támadni egy helyet, ha helyesen céloz, neki és szövetségeseinek nem fog gondot okozni feltakarítani bármit, ami megmaradt."
"npc_dota_hero_legion_commander_hype"	"Keresztülmasírozva a csatamezőn, Legion Commander párharcra hívja ki a magányos ellenségeket. Minden párbajjal, melyben győz, növeli támadásai erejét, míg végre könyörtelen egyszemélyes hadsereggé válik."
"npc_dota_hero_leshrac_hype"	"Leshrac erős varázslatai az ellenséget és védelmüket egyaránt letarolják. Pusztító rendeletével mélyen az ellenséges területre nyomul, és gondosan időzítve képességét, mellyel hasadékot nyithat a földben, elkábítja az ellenséget, lehetővé téve, hogy kegyetlen szövetségesei végezzenek velük."
"npc_dota_hero_lich_hype"	"Csatából csatába sodródva, és creepeket áldozva fel támadásai felszítására, Lich mindig kész lassító faggyal segíteni hőstársainak elpusztítani ellenségeiket. Ha pedig ellenfelei elég ostobák lennének ahhoz, hogy összegyűljenek, pattogó ultimate-je biztosítja pusztulásukat."
"npc_dota_hero_life_stealer_hype"	"Ha Lifestealer elég közel kerül zsákmányához, kevés dolog mentheti meg azt. Egy creepben vagy egy szövetséges hősben utazva, amint egy ellenség közelébe kerül, kirobban gazdatestéből, meglepve az ellenségeket és karmaival széttépve őket."
"npc_dota_hero_lina_hype"	"Az olyan halálos, amilyen törékeny Lina könnyedén sújt le bármilyen ellenségre, amely elég ostoba volt hogy egyedül érjék. Minden varázsolt varázslásával támadási sebességet szerezve, lánggal és villámmal sújtja ellenségeit, biztosítva, hogy támadásait csak kevesen tudják túlélni."
"npc_dota_hero_lion_hype"	"Lion kevés esélyt ad az ellenségeknek a megtorlásra. Sebző tüskesorokkal bénítva a célpontokat, vagy ideiglenesen ártalmatlan lényekké alakítva őket, szövetségeseinek és neki még akkor is elég ideje van ellenségeik legyilkolására, ha erőteljes varázslatai nem lennének elegek."
"npc_dota_hero_lone_druid_hype"	"Erős lélekmedvéje mellett csatázva Lone Druid minden ellenséges erőt és épületet lerombol. Átalakulásával szükség szerint váltogatva a távoli és a közelharci támadások között, ha elég ideje van felfegyverezni és megerősíteni mind magát, mind társát, kevés dolog tudja megállítani őket."
"npc_dota_hero_luna_hype"	"Gyorsan a csatába érkezve, Luna célpontok közötti pattogó támadásokkal tépi szét ellenfeleit. Amikor ellenségek fenyegetik, egyetlen perzselő sugárként, vagy holdfény-záporként lehívja a hold erejét, összezúzva azokat, akik szembeszállnak vele."
"npc_dota_hero_lycan_hype"	"Akár emberként, akár farkasként, Lycan éles karmokkal és halálos állkapoccsal tarolja le az ellenségeket. Lopakodó farkasokat megidézve felderítés céljából vagy egy ellenfél támadásához, farkassá alakulása biztosítja számára azt a gyorsaságot és erőt, mellyel lerohanja ellenségeit, vagy elmenekül egy rajtaütésből."
"npc_dota_hero_magnataur_hype"	"Azok az ellenségek, akik elég bolondok, hogy egybegyűljenek, megtanulják félni Magnus szarvát. Képes lévén összegyűjteni a közeli ellenségeket, kiütheti őket erősbített támadásaival, vagy felnyársalhatja őket a szarvára, hogy könyörtelen szövetségesei színe elé vigye őket."
"npc_dota_hero_medusa_hype"	"Az állandó támadás Medusa sikerének a kulcsa. Mana-pajzsát használva támadások elhárítására, osztott lövéseket alkalmaz ellenséges hullámok lekaszabolására. Miután teljes erejét összegyűjti, olyan hatalmas erővé válik, mely bárki támadását megállítja."
"npc_dota_hero_meepo_hype"	"Legfeljebb öt maradandó másolatát megidézve, Meepo minden fronton egyszerre tud harcolni. Klónjait az egész csatatéren szétterjesztve, amikor ellenséget talál, lehálózza azt, odagyűjti másolatait egy robbanó teleportálással, majd eltemeti, ami marad."
"npc_dota_hero_mirana_hype"	"Távolról célozva halálos nyilával, Miranának mindig készen kell állnia a csatába szökkenni. Képes lévén szövetségeseit elfedni ellenségeinek szemei elől, biztosítja csapata folytonos portyázását."
"npc_dota_hero_morphling_hype"	"Helyzetének megfelelően váltogatva tulajdonságait, Morphling olyan megfoghatatlan tud lenni, mint halálos. Akár hullámot lovagolva támad oldalba egy ellenséget, akár megnöveli életerejét, mielőtt átszökne megtévesztő másolatába, kevesen reménykedhetnek sarokba szorításában."
"npc_dota_hero_naga_siren_hype"	"Naga Siren tükörklónok hadseregét küldve ellenségei ellen csalja tőrbe és öli meg az ellenségeket, miközben erőit győzelemre vezeti. Hangjával magatehetetlenné teszi a közeli ellenségeket, hogy rajtaütést indítson, vagy gyors menekülést hajtson végre."
"npc_dota_hero_furion_hype"	"Akár a csata sűrűjében van, akár erőforrásokat gyűjt a következő támadásához, úgy tűnik, hogy Nature's Prophet mindenhol ott van. Óhaja szerint bárhová teleportálva és azonnal érte harcoló erőszakos fahadsereget hozva létre ott támad, ahol az ellenség a legkevésbé számít rá."
"npc_dota_hero_necrolyte_hype"	"Necrophos akárhová megy, ellenségei elsorvadnak és szövetségesei virágzanak. Minden halál-pulzálásával töltve barátai életerejét és sebezve ellenségeit, miután puszta jelenléte elfogyasztott egy ellenséget, megidézi a kaszást, hogy meghosszabbítsa annak túlvilágon maradását."
"npc_dota_hero_night_stalker_hype"	"Amint lemegy a nap, kezdetét veszi Night Stalker vadászata. Átszelve a sötét erdőket, lassító űrbe ejti csapdába zsákmányát, és cafatokra tépi őt. Ha a napfelkelte azzal fenyegetne, hogy véget vet terrorjának, támadása meghosszabbításához el tudja sötétíteni az eget."
"npc_dota_hero_nyx_assassin_hype"	"Nyx Assassin mindig törékeny célpontokra vadászik. Láthatatlanul átosonva az erdőn, amikor meglátja zsákmányát, halálos karmaival elsöpri és bénító tüskéivel felnyársalja azt, majd minden ellentámadást visszafordít tükröző páncéljával."
"npc_dota_hero_ogre_magi_hype"	"Eséllyel arra, hogy minden varázsolt varázslatuk eredményét megsokszorozzák, Ogre Maginak csak egy kis szerencsére van szüksége ellenségei hamuvá égetéséhez, vagy szövetségesei erejének növeléséhez. Persze, néha nehéz a szerencsére támaszkodni..."
"npc_dota_hero_omniknight_hype"	"Védelmezőként a csata frontvonalain Omniknight mindig alig várja, hogy csatlakozhasson csapatához a csatában. Akár olyan varázslattal gyógyít egy szövetségest, mely a közeli ellenségeket sebzi is, akár hatalmas kalapácsával püföl egy ellenséget, szövetségeseit védi a bajtól."
"npc_dota_hero_oracle_hype"	"Gondosan ötvözve összetett képességeit, Oracle barát és ellenség végzetét is irányítja. Hamis ígéretébe burkolva a fenyegetett szövetségeseket, néhány értékes védelmező pillanatot tud biztosítani egy szövetségesnek, hogy az megöljön egy ellenséget, vagy akár visszafordítsa szörnyű sorsát."
"npc_dota_hero_obsidian_destroyer_hype"	"Azok elméjéből lopva, akiket bebörtönöz, Outworld Devourer a nyers intelligenciát pusztító erővé alakítja. Az ellenségeket misztikus energia-zárótüzével gyengítve, ultimate robbanásával összezúzza épelméjűségüket, gyakran teljesen elvéve a manát azoktól, akik életben maradnak."
"npc_dota_hero_phantom_assassin_hype"	"Abban a pillanatban, ahogy megtalálja zsákmányát, Phantom Assassin lecsap. Azonnal megközelítve célpontját erőfeszítés nélkül tér ki a támadások elől, ahogy könyörtelenül lenyesi ellenségét. Bármelyik támadása, figyelmeztetés nélkül, rögtön és brutálisan végzetesnek bizonyulhat."
"npc_dota_hero_phantom_lancer_hype"	"Phantom Lancer klónok végtelen sorával rohanja le az ellenséges erőket. Illúzió-hadseregét vezetve ellenségeit lélegzetelállító támadászáporban tudja szétvágni, másolatokat tud küldeni ellenséges területek rohamozására, vagy hasonmásait használja ellenségek félrevezetésére és azok elől való kitérésre, ha sarokba szorítják."
"npc_dota_hero_phoenix_hype"	"Phoenix a csatába berepülve napláng-sugarakkal égeti az ellenségeket és gyógyítja a csapattársakat. Amikor eljön az idő, égető nappá tud alakulni, hogy megégesse a közeli ellenségeket, mielőtt egy bénító robbanást engedne szabadjára, mely teljes erejére gyógyítja Phoenix-et is."
"npc_dota_hero_puck_hype"	"Pucknak tehetsége van játékosan megfoghatatlan csínyekkel összezavarni az ellenségeit. Sebző gömbjéhez teleportálva rövid távokat ugrik át, és az ellenségeket némító porkitörésekkel támadja meg. Mire ellenségei reagálni tudnak, Puck már rég megszökött."
"npc_dota_hero_pudge_hype"	"Pudge jellegzetes kampójának minden gondosan célzott dobása félelmet kelt ellenségeiben. Ellenségeit közel húzza, hogy bárdjaival darabolja őket, miközben bónuszéleterőt és sebzést kap minden öléssel, és hamarosan megállíthatatlan gyilkossá válik."
"npc_dota_hero_pugna_hype"	"A ravasz szélhámos, Pugna ellensége saját erejét fordítja ellene, ahogy elpusztítja védelmét. Mialatt nether wardja lecsap azon közeli ellenségekre, melyek varázsolni mernek, ő elszívja ellenségei életet, hogy biztosítsa felkészültségét a következő rohamra."
"npc_dota_hero_queenofpain_hype"	"Queen of Pain figyelmeztetés nélkül csap le, elpusztítva az összegyűlt ellenségeket süketítő sikolyaival. Ha egy ellenség túléli támadását, tőrje dobásával lassítja annak menekülését, mielőtt kivégezné őt."
"npc_dota_hero_razor_hype"	"Razor halálos villámoknak parancsolva ront a csatába. Mindent elsöprő elektromos plazmagyűrűt indítva el ellenségei megsütésére, összeköti magát az ellenségekkel, hogy kiszívja erejüket és ellenük használja azt."
"npc_dota_hero_riki_hype"	"Riki ellenségei előtt láthatatlanul maradva cserkészik a csatatéren. A pillanatot gondosan megválasztva némító füst felhőjében tör előre, ledöfve áldozatát, mielőtt az egyáltalán rájönne, hogy ott van."
"npc_dota_hero_rubick_hype"	"Mindig új ellopható varázslat után kutatva, Rubick alig várja, hogy ellensége legegyedibb előnyét fordítsa ellene. Ellenségeit a levegőbe ragadva, hogy oda lendítse, ahová kívánja, nem okoz neki gondot káoszt teremteni az óvatlan ellenségek között."
"npc_dota_hero_sand_king_hype"	"Nem sokan tudnak túlélni egy rajtaütést Sand Kingtől. Ultimate képessége halálos vibráló hullámaival mindent lerombolva maga körül, az ellentámadások elől homokviharba rejtve magát tér ki, és alulról lecsapva bénítja meg az ellenségeket."
"npc_dota_hero_shadow_demon_hype"	"Kevesen merik megközelíteni az ellenségei sebzésére méregfelhőket köpő, vagy a csatateret felderítő Shadow Demont. Száműzve egy ellenséget, miközben szövetségesei összegyűlnek annak megölésére, áruló illúziókat megidézve démoni átkokat tud okozni ellenségeinek ereje önmaguk ellen fordításához."
"npc_dota_hero_nevermore_hype"	"Minden ölésével lelkeket befogva, Shadow Fiend mindig növeli erejét. Minden támadás, minden gondosan célzott tarolás, mely ellenséget öl, közelebb hozza őt összegyűjtött lelkei kiengedéséhez egy pusztító energiájú halálos robbanásban."
"npc_dota_hero_shadow_shaman_hype"	"Shadow Shaman gyorsan megtisztítja az utat csapata erőinek, hogy azok az ellenség bázisára tudjanak menetelni. Sokkoló varázslatokkal támadva ellenségeit, és bűbájokkal megszakítva a támadókat, erőteljes kígyó wardjai könnyűszerrel elpusztítják az ellenség védelmeit."
"npc_dota_hero_silencer_hype"	"Silencer minden csata dinamikáját megváltoztatja, amikor megakadályozza az ellenségeket varázslataik varázslásában. Ahogy sarlójával cafatokra szabdalja ellenségeit, ellopja azok intelligenciáját, hogy sajátéhoz adja, ezzel biztosítva, hogy ellenségei mindig hátrányban legyenek."
"npc_dota_hero_skywrath_mage_hype"	"Az azonos mértékben halálos és törékeny Skywrath Mage gyorsan elpusztítja ellenségeit erőteljes mágia-zárótűzével. Némítja ellenségeit, közben növelve a varázslattal szembeni sebezhetőségüket, azaz nem jelent problémát neki eltüntetni bárkit, aki szembeszáll vele."
