"dota"
{
"DOTA_Accept"	"Αποδοχή"
"StoreCheckout_ContactSupport_Dialog_Title"	"Προειδοποίηση"
"StoreCheckout_ContactSupport_Dialog_Btn"	"Επικοινωνία"
"StoreCheckout_LimitedQuantityItemsUnavailable"	"Ένα αντικείμενο που προσπαθείτε να αγοράσετε έχει εξαντληθεί ή δεν είναι πλέον διαθέσιμο."
"StoreCheckout_Nexon_InsufficientFunds"	"Δεν έχετε αρκετά χρήματα για να ολοκληρώσετε τη συναλλαγή."
"StoreCheckout_Nexon_FundsLocked"	"Το κλείδωμα μετρητών του Nexon είναι ενεργό."
"npc_dota_hero_abaddon_hype"	"Ικανός να μετατρέψει τις επιθέσεις του εχθρού σε θεραπεία, ο Abaddon μπορεί να επιβιώσει σχεδόν σε κάθε επίθεση. Μπορεί να προστατεύσει τους συμμάχους του και να προσβάλει του εχθρούς με την ικανότητα διπλής χρήσεως που διαθέτει. Είναι πάντα έτοιμος για να οδηγεί τη μάχη."
"npc_dota_hero_alchemist_hype"	"Συνθέτοντας επιπλέον υλικά από κάθε σκοτωμό, ο Alchemist δεν έχει κανένα πρόβλημα να συλλέξει τα απαραίτητα εργαλεία για να καταστρέψει τους εχθρούς του. Σκοτώνει τους εχθρούς με διαβρωτικό οξύ και από μια σειρά ασταθών χημικών ουσιών."
"npc_dota_hero_ancient_apparition_hype"	"Είναι σε θέση να ξεκινήσει μια ισχυρή έκρηξη πάγου που βλάπτει όλο το πεδίο μάχης. Ο Ancient Apparition απειλεί να συντρίψει τους εχθρούς του όπου κι αν βρίσκονται και αποτελεί μια συνεχή απειλή."
"npc_dota_hero_antimage_hype"	"Σε περίπτωση που ο Anti-Mage έχει την ευκαιρία να συγκεντρώσει όλη του τη δύναμη, λίγοι μπορούν να σταματήσουν τις επιθέσεις του. Καταστρέφει την ενέργεια των εχθρών του με κάθε χτύπημα και τηλεμεταφέρεται κοντινές αποστάσεις για να ξεφεύγει από ενέδρες."
"npc_dota_hero_axe_hype"	"Ο Axe μειώνει τους εχθρούς του τον έναν μετά τον άλλον. Βαδίζοντας μπροστά από την ομάδα του, κλειδώνει τους εχθρούς του στη μάχη και στη συνέχεια, αντεπιτίθεται στα χτυπήματα τους με ένα θανάσιμο γύρισμα του όπλου του."
"npc_dota_hero_bane_hype"	"Ο Bane φέρνει τρόμο στους εχθρούς του με το οπλοστάσιο ικανοτήτων που διαθέτει. Είτε παγιδεύει έναν εχθρό μέσα σε έναν εφιάλτη, είτε ακινητοποιεί έναν εχθρό στη θέση του και δίνει στους συμμάχους του όλο το χρόνο που χρειάζονται για να σκοτώσουν τον άτυχο εχθρό."
"npc_dota_hero_batrider_hype"	"Μόλις παίρνει τους ουρανούς, ο Batrider μπορεί να χτυπήσει από οποιαδήποτε κατεύθυνση. Αρπάζει έναν εχθρό με το λάσο του και πετά στα ύψη πάνω από τις κορυφές των δέντρων, τραβώντας τη λεία του μέσα από ένα μονοπάτι φλόγας."
"npc_dota_hero_beastmaster_hype"	"Ο Beastmaster κλητεύει έναν κάπρο και ένα γεράκι για να τον βοηθήσουν στο κυνήγι του. Ποτέ δεν εισέρχεται στο πεδίο της μάχης απροετοίμαστος. Κόβοντας τα δέντρα μέσα από το δάσος με τα τσεκούρια του, ανοίγει το δρόμο για τους συμμάχους του."
"npc_dota_hero_bloodseeker_hype"	"Ο Bloodseeker κάνει δύσκολες τις αποφάσεις των εχθρών του. Ικανός να οδηγεί τους εχθρούς του σε φυγή, αρέσκεται στο να αναγκάζει τους αντιπάλους του να μένουν ακίνητοι ή να πεθάνουν."
"npc_dota_hero_bounty_hunter_hype"	"Ο Bounty Hunter πάντα ακολουθεί τα ίχνη που αφήνουν οι εχθροί του. Κάθε φορά που ένας από τους στόχους του πέφτει στη μάχη, ο ίδιος και οι σύμμαχοί του επωφελούνται από τα κέρδη."
"npc_dota_hero_brewmaster_hype"	"Ένας τρομερός μαχητής σε οποιαδήποτε κατάσταση, ο Brewmaster μπορεί να αλλάξει τη ροή της μάχης με το διαχωρισμό σε τρεις στοιχειακά πνεύματα με τις δικές τους μοναδικές ικανότητες. Όταν δεν διαιρείται, φέρνει το χάος μεθυσμένος."
"npc_dota_hero_bristleback_hype"	"Όταν πρόκειται για μια μάχη, ο Bristleback πραγματικά γυρίζει την πλάτη του. Συμπληρωματικά, ψεκάζει τους εχθρούς με καταστροφικά αγκάθια και τους επιβραδύνει με τη μύξα του."
"npc_dota_hero_broodmother_hype"	"Κρυμμένη σχεδόν αόρατη μέσα στους ιστούς της, η Broodmother γεννά μια στρατιά αραχνιδίων για να οδηγήσει την ομάδα της προς τη βάση των αντιπάλων. Καθώς το θύμα περιπλανιέται κοντά, επιτίθεται μαζί με τα παιδιά της, επιβραδύνοντας και καθιστώντας ανίκανους τους εχθρούς της με τα τσιμπήματά της, καθώς ικανοποιεί την ακόρεστη πείνα της."
"npc_dota_hero_centaur_hype"	"Ο Centaur Warrunner είναι ικανός τόσο στο να προκαλεί ζημιά αλλά και στο να τη δέχεται. Ο ίδιος οδηγεί την επίθεση και σαστίζει τους εχθρούς του με το ποδοκρότημά του, ενώ στη συνέχεια αυξάνει την ταχύτητα των συμμάχων για να ολοκληρώσουν το μακελειό."
"npc_dota_hero_chaos_knight_hype"	"Ο Chaos Knight είναι μια στρατιά από μόνος του. Ικανός να κλητεύσει ένα ιππικό από κλώνους για να συντρίψει τις άμυνες των εχθρών, όταν ο εχθρός του παρουσιαστεί, δημιουργεί ένα ρήγμα στην πραγματικότητα τραβώντας τον ίδιο και τη στρατιά του αρκετά κοντά για να μεταφέρει βάναυσα χτυπήματα εναντίον του."
"npc_dota_hero_chen_hype"	"Προσηλυτίζοντας τα πλάσματα του δάσους στον αγώνα του, ο Chen οδηγεί τα στρατεύματά του για να βοηθήσει την ομάδα του στη μάχη. Επιτίθεται στους εχθρούς με τα θηρία, ενώ όταν τα πράγματα φαίνονται πιο σκοτεινά, θεραπεύει τους συμμάχους του, όπου κι αν βρίσκονται."
"npc_dota_hero_clinkz_hype"	"Όταν ο Clinkz περιφέρεται αόρατος μέσα από το πεδίο της μάχης, κανένας δεν είναι ασφαλής από ενέδρα. Όταν δεν βρέχει φλογερό θάνατο στους εχθρούς του, τότε καταφεύγει στο να απορροφήσει τη ζωή από τα πλάσματα του δάσους, καθώς προετοιμάζεται για την επόμενη επίθεσή του."
"npc_dota_hero_rattletrap_hype"	"Ερχόμενος στη μάχη με το άγκιστρό του, αγωνίζεται ενάντια στους εχθρούς. Ο Clockwerk απομονώνει τους στόχους και τους προκαλεί εκρήξεις. Ωστόσο, ποτέ δεν έχει πρόβλημα να βρίσκει τους στόχους του και να τους στέλνει τις ρουκέτες του."
"npc_dota_hero_crystal_maiden_hype"	"Ικανή να παρέχει στους συμμάχους της ενέργεια, η Crystal Maiden είναι μια χρήσιμη προσθήκη σε οποιαδήποτε ομάδα. Όταν της δίνεται η ευκαιρία μπορεί να εξαπολύσει τη μαζική απόλυτη ικανότητά της να καταστρέψει τους εχθρούς της."
"npc_dota_hero_dark_seer_hype"	"Ευέλικτος και στρατηγικός, Dark Seer υπερέχει σε χειρισμό των θέσεων των εχθρών του. Μπορεί να μετατρέψει τη δύναμη του εχθρού ενάντια στον εαυτό της, τραβώντας τους εχθρούς μέσα αντιγραφικό τοίχο του."
"npc_dota_hero_dazzle_hype"	"Γεννημένος να υποστηρίζει τις ομάδες του στη μάχη, ο Dazzle κρατά στη ζωή τους τραυματισμένους του συμμάχους έτσι ώστε αργότερα να σπείρουν το θάνατο στον εχθρό. Η παράξενη μαγεία του μετατρέπεται σε κοντινή πανοπλία, που αποδυναμώνει τους εχθρούς και ισχυροποιεί τους συμμάχους."
"npc_dota_hero_death_prophet_hype"	"Όταν εξαπολύει το στρατό φαντασμάτων της, η Death Prophet διακρίνεται στο να καταστρέφει εχθρούς και τις άμυνες τους. Οδηγώντας τις δυνάμεις τις ομάδας της προς την εχθρική βάση με καταστροφικά κύματα από το σμήνος της, η επίθεσή της μπορεί να φανεί ασταμάτητη."
"npc_dota_hero_disruptor_hype"	"Ο Disruptor κλητεύει αδιάβατες περιφράξεις που παγιδεύουν τους στόχους του. Επίσης επιφέρει μια καταιγίδα που σιγάζει τους εχθρούς και στην περίπτωση που ένας εχθρός κάνει μια αναπάντεχη επίθεση, τον τηλεμεταφέρει απλά πίσω στην προηγούμενη θέση του."
"npc_dota_hero_doom_bringer_hype"	"Με τον έναν ή με τον άλλο τρόπο, ο Doom αποτελειώνει τους εχθρούς του. Καταβροχθίζει τις μονάδες για να ανακτήσει τις διάφορες ικανότητες που είχαν εν ζωή, μπορεί να θέσει μια μακροχρόνια σιγή στις ικανότητες και στα αντικείμενα του αντιπάλου του με την απόλυτη ικανότητά του καθώς κατακαίει τους αντιπάλους του."
"npc_dota_hero_dragon_knight_hype"	"Καθώς παίρνει την φοβερή μορφή του, ο Dragon Knight σπέρνει τον τρόμο σε οποιονδήποτε τον αντικρύζει. Ισχυρός και προσαρμόσιμος, μπορεί να σαστίσει και να κάψει όλους τους εχθρούς που στέκονται μπροστά του, συχνά παρέχοντας στους συμμάχους του την ορμή που χρειάζονται για να τους οδηγήσει στη νίκη."
"npc_dota_hero_drow_ranger_hype"	"Δεν υπάρχουν πολλοί που μπορούν ξεφύγουν από τα βέλη της Drow Ranger. Αφού προκαλέσει σιγή στους εχθρούς της με μια ανατριχιαστική έκρηξη, τους αποτελειώνει με μια μπαράζ από επιβραδυντικά βέλη μαγεμένα με πάγο."
"npc_dota_hero_earth_spirit_hype"	"Το Earth Spirit κρατά τον εχθρό στο χάος και τους φίλους του στη μάχη. Προσαρμόζεται σε κάθε σενάριο μάχης και μπορεί να στείλει αγάλματα εμπρός και πίσω για να καταστρέψει τους εχθρούς του."
"npc_dota_hero_earthshaker_hype"	"Είτε εμποδίζοντας την απόδραση των εχθρών, είτε χωρίζοντας τις δυνάμεις τους, είτε διασπώντας το έδαφος κάτω από μαζεμένους εχθρούς, ο Earthshaker είναι στην καλύτερή του όταν χτυπά χωρίς προειδοποίηση. Οτιδήποτε επιβιώσει τους μετασεισμούς έχει να περιμένει ένα χτύπημα από το τρομερό τοτέμ του."
"npc_dota_hero_elder_titan_hype"	"Ο Elder Titan μπορεί να χτυπήσει από οποιαδήποτε κατεύθυνση. Καθυστερώντας τους εχθρούς με ποδοκρότημα, η παρουσία του φθείρει όλες τις άμυνες τους. Τέλος, χωρίζει την ίδια τη γη για να φέρει τους εχθρούς του σε χαμηλότερα επίπεδα."
"npc_dota_hero_ember_spirit_hype"	"Γοργός και φευγαλέος, ο Ember Spirit χτυπά όλους τους κοντινούς εχθρούς σε γρήγορη διαδοχή τους δεσμεύει τους με καυτές αλυσίδες. Γρήγορα ορμά σε όλο το πεδίο της μάχης για να καταλήξει σε μια έκρηξη. Λίγοι μπορούν να τον αποφύγουν."
"npc_dota_hero_enchantress_hype"	"Βλαβερή κοντά και θανατηφόρα σε απόσταση, η Enchantress σουβλίζει εχθρούς με επιθέσεις φτιαγμένες να γίνονται πιο καταστροφικές όσο περισσότερο πετάνε. Είτε προκαλεί δυνατές επιβραδύνσεις στους εχθρούς της είτε σαγηνεύει τα πλάσματα του δάσους να πολεμήσουν τις μάχες της, δεν της λείπουν ποτέ τα εργαλεία να κερδίσει μια μάχη."
"npc_dota_hero_enigma_hype"	"Ευρέως φόβητρο για την απόλυτη ικανότητά του, ο Enigma μπορεί να καλέσει μια μαύρη τρύπα ικανή να παγιδεύσει τις δυνάμεις του εχθρού, έτσι ώστε οι σύμμαχοί του να μπορέσουν να τις καταστρέψουν. Είναι πανταχού παρόν με ένα άγημα από είδωλα στο πλευρό του."
"npc_dota_hero_faceless_void_hype"	"Ο χρόνος είναι το παν για τον Faceless Void. Επιταχύνει τον χρόνο για να ορμήσει μεταξύ τοποθεσίες, τον χειραγωγεί για να αποφύγει επιθέσεις, τον σταματάει σε μια μεγάλη περιοχή για να καταστρέψει τους εχθρούς του, και αν έχει αρκετό για να συλλέξει πόρους, μπορεί να κάνει τον εαυτό του απίστευτα ισχυρό."
"npc_dota_hero_gyrocopter_hype"	"Με το οπλοστάσιό του σε ετοιμότητα, ο Gyrocopter πετάει μέσα στη μάχη. Πυροβολώντας όλους τους κοντινούς εχθρούς με βολές από το κανόνι του ή σφυροκοπώντας τους με ένα μπαράζ από τους πυραύλους του, αν μπορέσει να συλλέξει όλη τη δύναμή του, καταστρέφει τους αντιπάλους του εύκολα."
"npc_dota_hero_huskar_hype"	"Καθώς η ζωή του μειώνεται, η ικανότητα του Huskar να σφάζει εχθρούς αυξάνεται σημαντικά. Μπορεί να αφαιρέσει αμέσως ένα μέρος τόσο της ζωής του όσο και ενός εχθρού με την απόλυτη ικανότητά του και όταν είναι κοντά στο θάνατο μπορεί να ρίξει τα φλεγόμενα ακόντιά του με καταστροφική συχνότητα."
"npc_dota_hero_invoker_hype"	"Με ένα περίπλοκο οπλοστάσιο ξορκιών στη διάθεσή του, ο Invoker μπορεί να προσαρμοστεί σε οποιαδήποτε κατάσταση μέσα στη μάχη. Κάθε συνδυασμός των τριών βασικών ξορκιών του παράγει ένα από δέκα διαφορετικά ξόρκια, που σημαίνει ότι πάντα θα έχει τρόπο να καταστρέψει ή να ξεφύγει από τους εχθρούς του."
"npc_dota_hero_wisp_hype"	"Το Io έχει ταλέντο στο να κάνει πιο αποτελεσματικούς τους συμμάχους του. Ένας ισχυρός σύντροφος, ο δεσμός του πνεύματος επιταχύνει τους συμμάχους και σταματάει τους εχθρούς. Ικανό να συνδεθεί και να τηλεμεταφερθεί με έναν σύμμαχο κατά μήκος του πεδίου μάχης, το Io μπορεί να κάνει έναν επικίνδυνο σύμμαχο ακόμα πιο θανάσιμο."
"npc_dota_hero_jakiro_hype"	"Ο Jakiro είναι ο καλύτερος φίλος του εαυτού του. Δεν αρκείται στο να τιμωρήσει τους εχθρούς του με φωτιά, αλλά τον παγώνει επιτόπου ώστε να αναγκαστεί να μείνει εκεί και να καεί. Με τους αντίπαλους να καίγονται, στρέφεται προς τα κτήρια του εχθρού και προκαλεί τρομακτική ζημιά με το υγρό πυρ του."
